player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Aimar Oroz,484702.0,1.0,72.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Aimar,Oroz,2001-11-27,24.76,450.0,10.0,Midfielder,Attacking Midfielder,bpf2fcb73l96fwspo72shmkiy,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,3.0,26.308,3.0,24.465,0.0,0.0,1.0,0.0,8.769,8.155,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,2.0,1.0,50.0,,,,,,,,,,484702.0,72.0,1.0,3.0,2.0,12.5,33.33,0.132,0.021,0.0,0.0,Aimar,Oroz,2001-11-27,24.76,450.0,10.0,Midfielder,Attacking Midfielder,bpf2fcb73l96fwspo72shmkiy,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,484702.0,72.0,1.0,19.0,15.0,78.95,10.0,8.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,Aimar,Oroz,2001-11-27,24.76,450.0,10.0,Midfielder,Attacking Midfielder,bpf2fcb73l96fwspo72shmkiy,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,484702,bpf2fcb73l96fwspo72shmkiy
Aitor Mañas,551482.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aitor,Mañas,2003-01-05,23.66,173.0,20.0,Forward,0,9nqvf6si8k5u91rjslfvgc650,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,1.0,7.309,1.0,7.14,0.0,0.0,0.0,0.0,7.309,7.14,0.0,1.0,0.0,0.0,2.0,5.0,2.0,40.0,4.0,1.0,25.0,,,,,,,,,,551482.0,57.0,1.0,1.0,1.0,25.0,0.0,0.001,0.001,0.0,0.0,Aitor,Mañas,2003-01-05,23.66,173.0,20.0,Forward,0,9nqvf6si8k5u91rjslfvgc650,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,551482.0,57.0,1.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aitor,Mañas,2003-01-05,23.66,173.0,20.0,Forward,0,9nqvf6si8k5u91rjslfvgc650,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,551482,9nqvf6si8k5u91rjslfvgc650
Aitor Paredes,440593.0,1.0,74.0,1.0,0.26,0.74,1.0,1.0,100.0,0.26,Aitor,Paredes,2000-04-29,26.35,174.0,4.0,Defender,Central Defender,5kd57453a90zahgdxwkghr816,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,20.0,236.118,12.0,160.23,0.0,0.0,0.0,0.0,11.806,13.352,3.0,0.0,3.0,0.0,5.0,5.0,4.0,80.0,3.0,3.0,100.0,,,,,,,,,,440593.0,74.0,1.0,1.0,1.0,1.43,0.0,0.022,0.021,0.0,0.0,Aitor,Paredes,2000-04-29,26.35,174.0,4.0,Defender,Central Defender,5kd57453a90zahgdxwkghr816,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,440593.0,74.0,1.0,70.0,61.0,87.14,13.0,9.0,69.23,1.0,0.0,0.0,0.0,0.0,0.0,Aitor,Paredes,2000-04-29,26.35,174.0,4.0,Defender,Central Defender,5kd57453a90zahgdxwkghr816,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,440593,5kd57453a90zahgdxwkghr816
Alberto Calatrava,645746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto,Calatrava,2005-02-03,21.58,855.0,38.0,Midfielder,0,645746,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,645746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto,Calatrava,2005-02-03,21.58,855.0,38.0,Midfielder,0,645746,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,645746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto,Calatrava,2005-02-03,21.58,855.0,38.0,Midfielder,0,645746,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,645746,645746
Alberto Moleiro,513956.0,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto,Moleiro,2003-09-30,22.92,449.0,10.0,Midfielder,Attacking Midfielder,1qkneebzln8byl9td2aswznmy,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,17.0,177.291,11.0,111.825,0.0,0.0,1.0,0.0,10.429,10.166,3.0,0.0,1.0,1.0,1.0,13.0,6.0,46.154,1.0,0.0,0.0,,,,,,,,,,513956.0,116.0,2.0,3.0,3.0,3.85,0.0,0.231,0.192,1.0,1.0,Alberto,Moleiro,2003-09-30,22.92,449.0,10.0,Midfielder,Attacking Midfielder,1qkneebzln8byl9td2aswznmy,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,513956.0,116.0,2.0,56.0,52.0,92.86,26.0,25.0,96.15,1.0,0.0,0.0,0.0,0.0,0.0,Alberto,Moleiro,2003-09-30,22.92,449.0,10.0,Midfielder,Attacking Midfielder,1qkneebzln8byl9td2aswznmy,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,513956,1qkneebzln8byl9td2aswznmy
Alberto Risco,654780.0,2.0,25.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Alberto,Risco,2005-08-30,21.01,1450.0,28.0,Midfielder,0,6j8k3j0qp5zy19mwpmgx0l990,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,4.0,43.99,2.0,19.845,0.0,0.0,0.0,0.0,10.998,9.922,2.0,0.0,1.0,0.0,0.0,7.0,4.0,57.143,1.0,0.0,0.0,,,,,,,,,,654780.0,25.0,2.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Alberto,Risco,2005-08-30,21.01,1450.0,28.0,Midfielder,0,6j8k3j0qp5zy19mwpmgx0l990,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,654780.0,25.0,2.0,7.0,5.0,71.43,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Alberto,Risco,2005-08-30,21.01,1450.0,28.0,Midfielder,0,6j8k3j0qp5zy19mwpmgx0l990,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,654780,6j8k3j0qp5zy19mwpmgx0l990
Aleix Febas,199250.0,1.0,77.0,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,Aleix,Febas,1996-02-02,30.59,176.0,14.0,Midfielder,Central Midfielder,90ga4jxu6ydpoliajft8w9y39,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,19.0,200.136,8.0,89.25,0.0,0.0,0.0,0.0,10.533,11.156,2.0,0.0,5.0,0.0,1.0,12.0,6.0,50.0,0.0,0.0,0.0,,,,,,,,,,199250.0,77.0,1.0,0.0,0.0,0.0,0.0,0.048,0.048,0.0,0.0,Aleix,Febas,1996-02-02,30.59,176.0,14.0,Midfielder,Central Midfielder,90ga4jxu6ydpoliajft8w9y39,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,199250.0,77.0,1.0,64.0,61.0,95.31,23.0,22.0,95.65,0.0,0.0,0.0,0.0,0.0,0.0,Aleix,Febas,1996-02-02,30.59,176.0,14.0,Midfielder,Central Midfielder,90ga4jxu6ydpoliajft8w9y39,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,199250,90ga4jxu6ydpoliajft8w9y39
Alejandro Catena,244273.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Catena,1994-10-28,31.85,450.0,24.0,Defender,Central Defender,bi8nrmyaxsgbhixw921fzvm5l,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,10.0,118.973,7.0,79.905,0.0,0.0,1.0,0.0,11.897,11.415,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,4.0,4.0,100.0,,,,,,,,,,244273.0,90.0,1.0,1.0,1.0,1.79,0.0,0.032,0.032,0.0,0.0,Alejandro,Catena,1994-10-28,31.85,450.0,24.0,Defender,Central Defender,bi8nrmyaxsgbhixw921fzvm5l,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,244273.0,90.0,1.0,59.0,48.0,81.36,16.0,8.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,Alejandro,Catena,1994-10-28,31.85,450.0,24.0,Defender,Central Defender,bi8nrmyaxsgbhixw921fzvm5l,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,244273,bi8nrmyaxsgbhixw921fzvm5l
Alejandro Grimaldo,106004.0,1.0,90.0,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,Alejandro,Grimaldo,1995-09-20,30.96,175.0,22.0,Defender,Full Back,12f4mz064elnxecq2srl7r6j9,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,17.0,180.428,10.0,85.995,1.0,0.0,0.0,0.0,10.613,8.6,5.0,2.0,2.0,1.0,1.0,11.0,7.0,63.636,1.0,1.0,100.0,,,,,,,,,,106004.0,90.0,1.0,0.0,0.0,0.0,0.0,0.06,0.033,0.0,0.0,Alejandro,Grimaldo,1995-09-20,30.96,175.0,22.0,Defender,Full Back,12f4mz064elnxecq2srl7r6j9,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,106004.0,90.0,1.0,48.0,42.0,87.5,15.0,11.0,73.33,4.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Grimaldo,1995-09-20,30.96,175.0,22.0,Defender,Full Back,12f4mz064elnxecq2srl7r6j9,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,106004,12f4mz064elnxecq2srl7r6j9
Alejandro Rego,631986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Rego,2003-06-11,23.23,174.0,20.0,Midfielder,0,631986,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,631986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Rego,2003-06-11,23.23,174.0,20.0,Midfielder,0,631986,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,631986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Rego,2003-06-11,23.23,174.0,20.0,Midfielder,0,631986,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,631986,631986
Alemão,483116.0,1.0,25.0,0.0,0.19,-0.19,1.0,1.0,0.0,0.19,Alexandre,Zurawski,1998-04-01,28.42,184.0,9.0,Forward,Striker,7ppmuz6ays7s0v3gk2x4ecb1l,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,1.0,5.49,0.0,-4.2,0.0,0.0,0.0,0.0,5.49,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.0,0.0,0.0,,,,,,,,,,483116.0,25.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Alexandre,Zurawski,1998-04-01,28.42,184.0,9.0,Forward,Striker,7ppmuz6ays7s0v3gk2x4ecb1l,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,483116.0,25.0,1.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexandre,Zurawski,1998-04-01,28.42,184.0,9.0,Forward,Striker,7ppmuz6ays7s0v3gk2x4ecb1l,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,483116,7ppmuz6ays7s0v3gk2x4ecb1l
Alex Berenguer,195385.0,1.0,90.0,0.0,0.05,-0.05,2.0,1.0,0.0,0.03,Alex,Berenguer,1995-07-04,31.17,174.0,7.0,Forward,Winger,do5tibysnhbnbw18nwdo39kut,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,24.0,316.326,14.0,137.445,2.0,0.0,0.0,0.0,13.18,9.817,1.0,0.0,3.0,0.0,1.0,7.0,3.0,42.857,4.0,2.0,50.0,,,,,,,,,,195385.0,90.0,1.0,1.0,0.0,0.0,100.0,0.106,0.049,0.0,0.0,Alex,Berenguer,1995-07-04,31.17,174.0,7.0,Forward,Winger,do5tibysnhbnbw18nwdo39kut,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,195385.0,90.0,1.0,49.0,42.0,85.71,19.0,14.0,73.68,1.0,0.0,0.0,3.0,1.0,33.33,Alex,Berenguer,1995-07-04,31.17,174.0,7.0,Forward,Winger,do5tibysnhbnbw18nwdo39kut,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Athletic Club,Athletic,ATH,195385,do5tibysnhbnbw18nwdo39kut
Alex Freeman,484917.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Freeman,2004-08-09,22.06,449.0,3.0,Defender,Full Back,6g7i7z6m8vts105dny1g6z3hm,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,1.0,9.062,1.0,8.505,0.0,0.0,0.0,0.0,9.062,8.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,484917.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Freeman,2004-08-09,22.06,449.0,3.0,Defender,Full Back,6g7i7z6m8vts105dny1g6z3hm,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,484917.0,2.0,1.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alex,Freeman,2004-08-09,22.06,449.0,3.0,Defender,Full Back,6g7i7z6m8vts105dny1g6z3hm,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,484917,6g7i7z6m8vts105dny1g6z3hm
Alex Lebarbier,627656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Lebarbier,2004-08-23,22.02,188.0,28.0,Midfielder,0,627656,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,627656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Lebarbier,2004-08-23,22.02,188.0,28.0,Midfielder,0,627656,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,627656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Lebarbier,2004-08-23,22.02,188.0,28.0,Midfielder,0,627656,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,627656,627656
Alex Marchal,634254.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Marchal,2007-09-17,18.96,188.0,29.0,Forward,Winger,1bcd2ijk9xkf7mmoqmsfpxzbo,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,5.0,50.827,3.0,36.12,0.0,0.0,0.0,0.0,10.165,12.04,1.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,,,,,,,,,,634254.0,32.0,1.0,1.0,1.0,10.0,0.0,0.066,0.066,0.0,0.0,Alex,Marchal,2007-09-17,18.96,188.0,29.0,Forward,Winger,1bcd2ijk9xkf7mmoqmsfpxzbo,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,634254.0,32.0,1.0,10.0,7.0,70.0,6.0,3.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,Alex,Marchal,2007-09-17,18.96,188.0,29.0,Forward,Winger,1bcd2ijk9xkf7mmoqmsfpxzbo,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,634254,1bcd2ijk9xkf7mmoqmsfpxzbo
Alex Panach,643319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Panach Olmo,2006-01-18,20.62,191.0,29.0,Defender,Central Defender,643319,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,643319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Panach Olmo,2006-01-18,20.62,191.0,29.0,Defender,Central Defender,643319,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,643319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alejandro,Panach Olmo,2006-01-18,20.62,191.0,29.0,Defender,Central Defender,643319,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,643319,643319
Alexis Ciria,704994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexis,Ciria,2008-01-04,18.66,186.0,36.0,Midfielder,Winger,704994,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,704994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexis,Ciria,2008-01-04,18.66,186.0,36.0,Midfielder,Winger,704994,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,704994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexis,Ciria,2008-01-04,18.66,186.0,36.0,Midfielder,Winger,704994,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,704994,704994
Alfonso Herrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,100.0,0.0,3.0,8.0,72.73,0.82,1.0,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165795,cendh30xevkj4sknupwzz0amt
Ali Houary,631382.0,2.0,145.0,0.0,0.8,-0.8,4.0,1.0,0.0,0.2,Ali,Houary,2005-08-05,21.07,954.0,29.0,Forward,Second Striker,1zpt144smsq4ggjpvfhq55udw,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,25.0,254.625,9.0,68.46,1.0,0.0,1.0,0.0,10.185,7.607,2.0,1.0,6.0,0.0,0.0,20.0,6.0,30.0,1.0,0.0,0.0,,,,,,,,,,631382.0,145.0,2.0,2.0,2.0,2.9,0.0,0.046,0.046,0.0,0.0,Ali,Houary,2005-08-05,21.07,954.0,29.0,Forward,Second Striker,1zpt144smsq4ggjpvfhq55udw,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,631382.0,145.0,2.0,70.0,60.0,85.71,22.0,18.0,81.82,2.0,0.0,0.0,2.0,0.0,0.0,Ali,Houary,2005-08-05,21.07,954.0,29.0,Forward,Second Striker,1zpt144smsq4ggjpvfhq55udw,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,631382,1zpt144smsq4ggjpvfhq55udw
Aliou Dieng,449576.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aliou,Dieng,1997-10-16,28.88,191.0,15.0,Midfielder,0,58omi7lik71h0zl4b8d6rwdt5,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,4.0,30.977,3.0,15.855,0.0,0.0,0.0,0.0,7.744,5.285,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,449576.0,23.0,2.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Aliou,Dieng,1997-10-16,28.88,191.0,15.0,Midfielder,0,58omi7lik71h0zl4b8d6rwdt5,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,449576.0,23.0,2.0,11.0,8.0,72.73,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Aliou,Dieng,1997-10-16,28.88,191.0,15.0,Midfielder,0,58omi7lik71h0zl4b8d6rwdt5,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,449576,58omi7lik71h0zl4b8d6rwdt5
Ander Barrenetxea,471138.0,2.0,82.0,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,Ander,Barrenetxea,2001-12-27,24.68,188.0,7.0,Forward,Striker,21vx56lpd276xqbu11ubkf78q,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,13.0,156.332,6.0,106.575,1.0,0.0,0.0,0.0,12.026,17.762,0.0,0.0,2.0,0.0,0.0,11.0,4.0,36.364,1.0,0.0,0.0,,,,,,,,,,471138.0,82.0,2.0,0.0,0.0,0.0,0.0,0.037,0.037,0.0,0.0,Ander,Barrenetxea,2001-12-27,24.68,188.0,7.0,Forward,Striker,21vx56lpd276xqbu11ubkf78q,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,471138.0,82.0,2.0,25.0,19.0,76.0,10.0,7.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,Ander,Barrenetxea,2001-12-27,24.68,188.0,7.0,Forward,Striker,21vx56lpd276xqbu11ubkf78q,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,471138,21vx56lpd276xqbu11ubkf78q
Ander Guevara,431644.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ander,Guevara,1997-07-07,29.16,173.0,6.0,Midfielder,Central Midfielder,cme92rbmqszu51sjm99ho8a21,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,431644.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,Ander,Guevara,1997-07-07,29.16,173.0,6.0,Midfielder,Central Midfielder,cme92rbmqszu51sjm99ho8a21,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,431644.0,1.0,1.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ander,Guevara,1997-07-07,29.16,173.0,6.0,Midfielder,Central Midfielder,cme92rbmqszu51sjm99ho8a21,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,431644,cme92rbmqszu51sjm99ho8a21
