Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
K. Adeyemi,Borussia Dortmund,24,1322,4.02,3.81,42.86,1.57,43.48,0.27,0.38,0.0,2.11,2.92,1.43,0.27,0.0,3.81,0.48,0.48,0.28,0.07,1.97,51.72,24.138,0.27,1.29,36.84,0.54,50.0,0.68,30.0,0.2,5.04,45.95,11.23,31.52,4.49,3.13,0.34,18.79,2.04,1.77,20.49,73.09,4.56,59.7,5.17,86.84,5.58,70.73,18.99,75.99,0.27,50.0,13.34,4.24,0.15,0.82,0.2,0.0,0.0,0.0,0.41,1.77,50.0,1.63,54.17,0.07,0.0,1.29,0.48,2.04,73.33,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.0,0.0,0.0,0.0,0,0.0,28,19.88,37.33,-40.35,0.22,0.73,2.0,26.91,0.75,0.75,0.43,0.14,0.2,1.71,0.12,1.8,2.32,1.02,0.48,3.54,1.63,0.68,14.98,2.72,14.43,0.14,0.88,0.88,0.0,1.5,5.51,,13.2,-9.18,5.17,7.42,47.21,0.25,0,0.28,0.14,0.43,22.81,22.67,8.94,13.72,1.23,8.64,22.1,2.1,FW
S. Mbangula,Werder Bremen,22,1293,4.8,4.66,61.19,1.53,22.73,0.0,0.0,0.07,1.95,2.6,0.28,0.0,0.0,3.06,0.21,0.21,0.15,0.0,1.11,50.0,18.75,0.14,1.46,47.62,1.18,47.06,0.28,50.0,0.14,4.11,42.37,11.42,37.2,2.3,2.58,0.49,25.48,1.32,1.6,34.45,86.26,7.52,80.56,9.61,94.2,9.26,87.22,31.53,89.18,1.53,59.09,16.76,17.74,0.07,0.84,0.0,0.07,0.14,50.0,0.35,2.51,80.56,2.02,68.97,0.14,50.0,0.97,0.7,4.52,67.69,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.35,0.0,0.0,0.21,0,0.0,26,19.28,42.6,-23.75,0.22,0.2,1.02,13.74,0.35,0.35,0.22,0.14,0.06,1.4,0.07,2.0,1.74,0.56,0.7,4.25,2.85,0.35,29.72,6.06,28.12,0.9,2.02,1.39,0.07,3.06,4.73,,11.91,-7.11,7.1,8.21,49.73,0.28,0,0.15,0.14,0.22,30.28,23.45,14.93,8.52,0.5,3.67,13.57,0.69,FW
C. Uzun,Eintracht Frankfurt,20,1278,3.52,4.08,56.9,0.92,46.15,0.0,0.0,0.21,1.2,1.74,1.06,0.21,0.0,4.51,0.56,0.49,0.27,0.0,2.82,47.5,20.0,0.21,1.9,40.74,0.99,57.14,0.85,16.67,0.28,3.87,56.36,11.41,41.36,2.89,1.13,0.14,31.69,0.99,1.9,41.2,82.05,11.97,78.82,9.3,93.94,11.76,83.23,36.97,85.14,2.32,66.67,17.19,24.55,0.23,1.06,0.14,0.0,0.35,60.0,0.63,5.14,79.45,3.73,60.38,0.56,25.0,1.83,0.85,6.83,83.51,0,,0,,0,0.0,0.0,0.0,,,0.49,,,0.21,0.0,0.0,0.99,1,100.0,21,17.82,45.45,-24.92,0.29,0.56,1.53,17.95,0.77,0.7,0.5,0.1,0.29,2.07,-0.02,0.91,2.18,1.34,0.77,4.72,2.32,0.42,33.8,9.43,31.48,1.55,4.08,2.25,0.14,5.7,7.4,,14.09,-10.57,7.96,8.1,60.86,0.23,1,0.22,0.08,0.45,35.21,22.61,19.4,3.21,0.77,8.01,10.99,1.59,FW
J. Dompé,Hamburger SV,30,1269,1.06,1.21,52.94,0.43,0.0,0.0,0.0,0.0,0.43,0.61,0.14,0.0,0.0,7.23,0.21,0.14,0.19,0.0,1.63,52.17,13.043,0.0,5.25,37.84,5.11,38.89,0.07,0.0,0.85,6.74,61.05,9.93,50.0,2.91,2.91,0.35,18.23,1.84,0.71,24.54,74.28,4.89,71.01,6.74,89.47,8.79,65.32,18.58,85.88,0.71,40.0,19.43,18.96,0.27,1.99,0.0,0.0,0.28,100.0,1.21,1.49,71.43,5.6,51.9,0.35,100.0,1.56,2.13,6.03,87.06,0,,0,,0,0.0,0.0,0.0,,,0.14,,,0.35,0.21,33.33,1.63,1,100.0,20,12.41,47.43,-32.35,0.2,1.1,4.93,25.72,0.21,0.14,0.46,0.12,0.02,1.11,-0.27,0.0,4.11,0.85,1.99,4.96,0.64,0.0,18.23,3.47,15.96,0.28,1.06,2.91,0.35,5.25,6.31,,11.28,-10.22,8.94,5.89,63.45,0.27,1,0.14,0.08,0.41,19.29,46.35,31.26,15.09,0.98,8.45,34.94,1.09,FW
L. Maina,Köln,26,1169,4.62,3.7,77.08,1.08,21.43,0.08,0.1,0.08,1.69,2.24,0.62,0.0,0.0,2.85,0.15,0.15,0.14,0.0,1.54,35.0,10.0,0.0,2.08,33.33,1.46,26.32,0.62,50.0,0.15,2.69,60.0,6.08,41.77,2.54,2.93,0.92,17.94,1.31,0.54,24.79,82.3,7.01,74.73,6.39,93.98,6.54,90.59,21.86,88.03,0.85,54.55,16.12,8.87,0.09,0.92,0.0,0.0,0.0,0.0,0.38,2.93,81.58,2.23,79.31,0.08,100.0,1.31,0.69,4.47,75.86,0,,0,,0,0.0,0.0,0.0,,,0.38,,,0.31,0.0,0.0,0.23,0,0.0,24,13.01,48.52,-24.26,0.28,0.36,1.53,17.7,0.15,0.15,0.23,0.09,0.01,1.07,-0.09,0.0,1.61,0.54,0.69,2.54,2.85,0.23,20.4,5.24,19.24,0.46,2.39,1.77,0.08,3.39,4.39,,7.93,-3.31,7.4,6.31,48.71,0.26,0,0.14,0.09,0.23,22.56,32.8,19.81,12.99,0.62,6.83,11.92,0.66,FW
Tiago Tomás,Stuttgart,23,1164,4.33,3.63,59.57,2.78,36.11,0.23,0.34,0.23,1.93,2.84,1.08,0.31,0.0,3.17,0.39,0.39,0.37,0.08,2.55,30.3,15.152,0.23,1.16,33.33,0.31,25.0,0.85,36.36,0.23,3.17,58.54,9.2,41.18,4.02,1.16,0.15,20.26,1.78,2.16,24.2,78.59,5.72,58.11,6.88,95.51,6.26,79.01,22.11,83.22,0.93,25.0,14.61,12.22,0.07,0.54,0.0,0.08,0.23,66.67,0.39,2.09,70.37,1.47,42.11,0.31,75.0,0.7,0.31,2.63,50.0,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.08,0.0,0.0,0.08,0,0.0,27,19.02,42.68,-30.27,0.24,0.29,1.61,21.41,0.62,0.62,0.44,0.15,0.02,1.05,0.16,3.29,1.86,0.77,0.39,3.79,2.16,1.0,19.02,3.32,18.4,0.23,1.47,0.62,0.23,1.32,5.18,,10.59,-6.26,3.79,8.12,43.11,0.28,0,0.37,0.15,0.44,24.59,15.41,10.7,4.72,1.5,10.37,12.89,1.59,FW
J. Hofmann,Bayer Leverkusen,33,1151,4.07,3.36,62.79,0.78,30.0,0.0,0.0,0.0,1.95,2.88,0.23,0.23,0.0,1.95,0.16,0.16,0.14,0.08,1.72,31.82,9.091,0.08,2.97,34.21,0.47,50.0,2.42,29.03,0.86,0.63,50.0,2.11,40.74,2.81,1.41,0.63,39.17,1.64,0.63,44.65,82.49,7.12,68.13,13.92,94.38,14.15,82.32,39.72,87.4,2.19,53.57,16.47,24.52,0.15,0.94,0.0,0.08,0.16,50.0,0.47,2.89,59.46,2.35,50.0,0.23,33.33,1.02,0.94,5.55,67.61,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.08,0.0,0.0,0.78,0,0.0,23,8.21,49.52,-17.49,0.16,0.34,1.05,17.51,0.24,0.24,0.29,0.08,0.02,1.14,-0.07,0.53,0.32,0.55,1.02,0.86,2.11,0.23,36.83,4.85,34.72,1.17,1.72,1.18,0.08,3.75,7.82,,9.07,-5.0,6.96,4.07,50.04,0.31,0,0.14,0.08,0.29,43.24,16.1,12.84,3.26,0.32,3.98,1.46,0.37,FW
C. Chukwuemeka,Borussia Dortmund,22,1059,5.52,4.33,60.78,2.12,28.0,0.0,0.0,0.08,2.89,4.16,0.85,0.17,0.0,1.87,0.17,0.17,0.13,0.0,1.36,12.5,12.5,0.0,0.25,33.33,0.08,100.0,0.17,0.0,0.08,2.29,66.67,9.43,41.44,3.14,1.87,0.42,25.5,1.19,1.19,33.31,86.73,8.75,77.67,7.9,95.7,7.39,90.8,32.72,87.79,0.34,25.0,12.52,5.37,0.06,0.85,0.0,0.0,0.34,25.0,0.17,3.57,78.57,2.29,81.48,0.34,25.0,2.55,0.17,3.99,80.85,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.0,0.0,0.0,0.08,0,0.0,28,18.7,43.18,-20.9,0.26,0.18,0.51,13.27,0.17,0.17,0.19,0.1,0.04,1.31,-0.06,0.0,1.53,0.17,0.08,3.91,2.63,0.59,28.89,6.8,28.72,0.08,2.8,1.87,0.08,3.23,4.42,,9.94,-4.42,5.86,8.07,37.82,0.24,0,0.13,0.1,0.19,31.02,18.89,12.86,6.03,0.42,4.38,7.38,0.55,FW
M. Götze,Eintracht Frankfurt,34,1018,4.95,3.98,66.67,1.86,9.52,0.09,0.12,0.18,2.21,3.11,0.8,0.09,0.0,1.59,0.0,0.0,0.04,0.0,0.44,0.0,0.0,0.0,1.5,52.94,0.35,100.0,1.15,38.46,0.53,0.97,72.73,5.66,42.19,1.59,0.62,0.09,34.83,0.62,1.06,45.44,84.44,12.91,71.23,13.53,94.12,10.26,88.79,41.91,86.71,2.03,60.87,14.69,22.34,0.12,0.8,0.0,0.0,0.18,50.0,0.35,3.71,69.05,2.21,76.0,0.35,75.0,1.33,0.88,5.48,64.52,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.09,0.0,0.0,0.88,0,0.0,21,14.06,42.14,-17.71,0.28,0.26,0.77,15.56,0.0,0.0,0.16,0.09,-0.04,0.0,-0.12,0.0,0.71,0.0,0.79,2.39,2.65,0.18,38.37,9.2,36.34,1.24,2.56,1.68,0.26,3.54,7.07,,10.34,-5.39,6.1,5.92,48.48,0.3,0,0.04,0.09,0.16,39.78,15.33,13.78,1.56,0.1,1.11,2.44,0.0,FW
S. El Mala,Köln,19,2174,3.39,2.98,56.94,1.95,34.04,0.12,0.16,0.04,1.57,2.03,0.66,0.12,0.0,4.84,0.54,0.5,0.46,0.04,3.15,42.11,17.105,0.12,1.99,37.5,1.7,36.59,0.25,50.0,0.08,5.71,48.55,11.55,36.56,4.02,3.19,0.95,13.12,1.82,0.91,14.94,68.7,3.1,38.67,4.64,93.75,4.43,67.29,12.54,74.92,0.54,46.15,16.91,13.61,0.07,0.58,0.04,0.04,0.08,0.0,0.37,0.7,35.29,1.9,45.65,0.04,0.0,0.46,0.75,1.82,68.18,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.0,0.0,0.0,0.12,1,100.0,34,18.79,39.43,-44.42,0.21,0.47,2.48,31.3,0.66,0.62,0.53,0.15,0.08,1.17,0.05,1.71,2.77,1.33,0.75,4.22,1.7,0.66,10.26,1.2,9.39,0.25,0.25,0.87,0.0,1.24,4.68,,12.0,-8.61,5.01,7.41,63.94,0.31,1,0.43,0.14,0.5,16.51,30.35,11.02,19.32,2.79,19.08,34.59,3.27,FW
Nico Paz,Como,21,3102,6.35,6.15,63.21,1.62,53.57,0.44,0.73,0.06,2.03,3.4,1.51,0.15,0.0,3.39,0.35,0.35,0.27,0.03,3.51,38.02,9.917,0.15,1.1,26.32,0.44,13.33,0.67,34.78,0.15,3.19,50.0,8.85,41.97,2.18,2.18,0.44,34.85,0.64,1.1,40.65,83.58,11.0,72.3,8.09,92.47,13.11,87.17,37.17,87.51,2.41,48.19,15.49,32.42,0.17,0.93,0.0,0.06,0.35,50.0,0.38,5.74,75.76,2.61,46.67,1.02,31.43,1.13,0.32,5.48,78.84,0,,0,,0,0.0,0.0,0.0,,,0.2,,,0.81,0.35,16.67,0.67,2,0.0,35,18.74,49.07,-20.72,0.27,0.42,0.93,16.42,0.5,0.5,0.44,0.08,0.08,1.3,-0.02,0.88,1.6,1.33,0.29,3.71,3.89,0.87,33.98,7.95,32.53,1.16,4.35,1.22,0.32,4.32,6.67,,11.81,-5.46,7.66,9.2,88.63,0.2,0,0.23,0.06,0.4,41.2,18.59,13.3,5.29,0.66,8.52,7.74,0.85,FW
K. Yıldız,Juventus,21,3016,2.51,2.42,53.09,1.01,44.12,0.0,0.0,0.0,1.22,1.83,0.66,0.06,0.0,7.46,0.3,0.27,0.31,0.0,2.75,42.39,10.87,0.21,3.64,36.89,3.19,35.51,0.33,45.45,0.48,7.79,61.3,14.68,46.34,5.25,4.8,0.66,30.05,1.4,1.61,38.05,81.96,7.64,74.22,9.88,95.77,11.64,79.74,33.12,87.84,1.31,56.82,16.39,28.53,0.24,1.94,0.06,0.03,0.36,50.0,0.87,3.01,67.33,4.27,57.34,0.51,29.41,2.3,1.28,4.63,84.52,0,,0,,0,0.0,0.0,0.0,,,0.03,,,0.24,0.0,0.0,1.85,2,50.0,36,19.93,45.96,-26.63,0.2,0.63,2.29,18.04,0.51,0.48,0.55,0.11,-0.01,0.97,-0.03,0.88,4.78,1.17,1.34,6.8,1.28,0.45,31.19,5.67,29.09,0.74,2.03,2.45,0.15,3.91,6.86,,14.74,-12.23,9.43,9.16,83.78,0.26,1,0.26,0.1,0.5,32.56,28.96,14.22,14.74,0.95,8.45,23.93,0.92,FW
S. Pierotti,Lecce,25,2745,9.15,8.62,61.22,4.95,37.09,0.56,0.68,0.2,3.31,4.05,2.2,0.13,0.0,1.48,0.03,0.03,0.11,0.03,0.92,21.43,3.571,0.03,1.11,20.59,0.0,0.0,1.08,21.21,0.13,2.46,42.67,11.08,30.47,2.13,2.16,0.46,14.33,1.08,0.69,20.72,79.59,5.18,67.72,5.44,95.18,4.43,77.78,19.05,82.96,0.62,78.95,14.85,12.69,0.05,0.52,0.0,0.0,0.07,0.0,0.13,1.61,67.35,1.15,54.29,0.07,0.0,0.66,0.2,2.46,72.0,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.0,0.0,0.0,0.0,0,0.0,37,27.41,41.87,-34.62,0.25,0.24,0.63,20.41,0.06,0.06,0.16,0.12,-0.08,0.27,-0.02,0.6,1.05,0.2,0.23,3.38,5.28,1.84,16.49,3.51,15.8,0.49,1.08,0.62,0.0,1.77,4.23,,11.93,-2.78,4.62,11.48,74.19,0.26,0,0.11,0.12,0.16,23.48,19.68,10.48,9.2,0.47,3.92,10.48,0.13,FW
A. Laurienté,Sassuolo,27,2744,3.31,3.54,55.56,1.15,14.29,0.13,0.16,0.03,1.21,1.44,1.31,0.13,0.0,4.53,0.23,0.23,0.17,0.0,2.3,38.57,10.0,0.23,2.26,36.23,1.97,40.0,0.26,12.5,0.46,4.49,61.31,10.82,43.03,2.69,2.76,0.23,24.04,2.2,1.41,28.01,83.14,6.0,77.6,8.17,95.58,7.61,74.57,24.96,88.7,0.92,35.71,16.07,20.88,0.19,1.44,0.13,0.1,0.07,100.0,0.75,2.53,66.23,3.15,59.38,0.2,50.0,1.15,0.85,4.49,88.32,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.85,0.46,28.57,2.13,0,0.0,38,17.91,41.39,-26.75,0.21,0.68,2.68,16.86,0.46,0.46,0.36,0.07,0.06,1.35,0.04,1.21,2.75,0.89,0.82,4.66,1.97,0.16,23.29,4.66,22.14,0.33,1.68,1.87,0.1,3.97,4.72,,10.89,-7.58,7.25,7.41,72.21,0.29,0,0.17,0.07,0.36,27.35,26.51,16.42,10.09,0.62,8.41,16.42,0.84,FW
A. Gudmundsson,Fiorentina,28,2426,3.49,4.08,50.91,0.89,29.17,0.22,0.31,0.15,1.19,1.68,1.26,0.15,0.04,2.52,0.19,0.07,0.22,0.0,1.45,41.03,12.821,0.11,1.63,36.36,1.34,38.89,0.26,28.57,0.22,2.52,52.94,7.49,42.08,2.3,2.6,0.19,26.71,1.22,1.15,32.02,85.63,7.05,73.16,9.39,94.86,9.72,86.64,28.6,89.62,1.85,68.0,16.16,25.08,0.08,0.82,0.04,0.04,0.07,0.0,0.37,3.12,82.14,1.85,50.0,0.22,16.67,0.63,0.56,3.38,68.13,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.15,0.07,0.0,0.78,3,100.0,33,14.43,42.93,-21.25,0.22,0.25,1.16,14.37,0.3,0.18,0.3,0.15,-0.03,0.86,0.03,1.38,1.33,0.59,0.59,3.15,2.08,0.26,27.42,5.16,25.63,1.26,2.56,0.92,0.04,2.3,4.6,,8.94,-5.45,5.98,6.19,73.52,0.29,3,0.14,0.09,0.22,30.2,19.8,11.19,8.61,0.73,4.8,8.34,0.63,FW
C. De Ketelaere,Atalanta,25,2305,4.65,4.33,60.36,3.75,44.79,0.04,0.05,0.12,1.99,2.67,0.94,0.16,0.0,4.26,0.12,0.12,0.2,0.04,1.52,38.46,7.692,0.2,2.38,39.34,0.35,44.44,2.03,38.46,0.51,5.31,49.26,13.9,42.42,3.87,4.14,0.78,29.25,1.29,1.41,40.06,78.56,12.81,71.65,7.89,94.06,11.71,76.67,35.06,83.07,2.62,53.73,16.75,24.21,0.25,1.95,0.08,0.0,0.35,33.33,1.13,5.23,65.67,5.11,64.12,0.86,27.27,3.28,0.98,8.32,85.45,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.12,0.04,0.0,0.23,0,0.0,31,24.56,45.15,-28.24,0.32,0.62,2.82,21.44,0.32,0.32,0.45,0.13,-0.08,0.6,-0.05,0.8,2.62,0.58,0.94,5.9,2.61,1.68,31.47,9.18,29.12,1.41,3.43,3.28,0.23,7.11,8.59,,16.59,-11.94,12.46,11.09,74.35,0.2,0,0.2,0.13,0.45,33.9,36.76,24.54,12.21,0.59,4.48,15.66,0.35,FW
R. Orsolini,Bologna,29,2282,3.55,3.16,53.75,2.13,57.41,0.08,0.12,0.04,1.77,2.78,0.83,0.08,0.0,4.69,0.39,0.24,0.41,0.0,2.96,41.33,13.333,0.04,1.74,18.18,0.0,0.0,1.7,18.6,0.28,5.05,60.94,10.37,48.67,4.06,2.01,0.04,17.47,2.56,1.74,22.91,72.29,5.56,60.28,5.52,92.86,8.01,74.38,18.54,78.94,2.8,60.56,19.69,31.77,0.08,0.79,0.12,0.0,0.08,100.0,0.39,2.05,59.62,2.21,66.07,0.16,50.0,1.22,0.2,4.06,70.87,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.08,0.08,0.0,0.35,6,66.667,35,17.2,49.77,-33.89,0.24,0.35,1.7,27.71,0.43,0.28,0.49,0.14,-0.02,0.95,-0.04,0.5,3.08,1.22,0.32,5.05,1.7,1.22,16.56,3.35,14.64,1.7,1.22,1.46,0.08,2.88,6.35,,11.67,-8.12,6.07,8.56,65.2,0.24,4,0.23,0.08,0.31,21.02,28.88,19.31,9.56,1.95,14.08,24.02,1.86,FW
M. Soulé,Roma,23,2254,4.15,2.91,65.75,1.52,26.32,0.04,0.06,0.08,2.2,3.14,0.24,0.04,0.0,4.03,0.24,0.24,0.16,0.0,1.92,37.5,12.5,0.2,2.16,25.93,0.4,20.0,1.68,26.19,0.4,5.27,50.0,12.66,38.49,3.39,3.31,0.6,31.74,0.88,1.64,40.53,83.05,10.22,76.17,9.22,94.81,12.54,81.21,36.14,87.73,2.28,61.4,16.81,30.38,0.19,1.4,0.12,0.04,0.24,50.0,0.72,5.07,75.59,3.35,53.57,0.56,42.86,1.8,0.6,5.55,83.45,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.56,0.2,60.0,1.16,0,0.0,33,18.65,41.97,-25.35,0.25,0.47,1.78,16.95,0.44,0.44,0.35,0.08,0.08,1.5,0.01,1.05,2.64,0.72,0.56,4.87,1.91,0.4,33.66,7.78,31.71,1.4,3.83,1.79,0.24,4.63,6.87,,14.66,-10.51,8.86,7.83,68.3,0.23,0,0.16,0.08,0.35,35.89,24.69,15.46,9.22,0.45,5.35,14.68,0.67,FW
M. Zaccagni,Lazio,30,2249,4.96,4.6,51.3,1.36,35.29,0.28,0.33,0.04,2.32,2.71,1.24,0.24,0.04,2.88,0.12,0.12,0.26,0.0,1.28,43.75,9.375,0.0,1.44,41.67,1.44,41.67,0.0,0.0,0.28,3.36,47.62,12.65,43.99,2.68,2.52,0.36,26.33,1.88,3.24,32.25,82.88,6.92,68.79,10.32,91.86,7.4,85.41,29.29,85.79,1.52,65.79,15.58,24.79,0.1,1.2,0.08,0.0,0.24,50.0,0.56,2.24,71.43,2.48,62.9,0.4,40.0,1.24,0.6,4.8,74.17,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.36,0.0,0.0,0.72,1,0.0,26,20.81,44.23,-25.85,0.21,0.31,1.74,17.12,0.12,0.12,0.36,0.2,-0.14,0.46,-0.1,0.0,1.6,0.56,0.6,5.56,2.36,0.48,26.73,4.76,25.13,1.0,1.6,1.56,0.16,3.56,5.52,,12.61,-7.65,7.32,9.2,86.5,0.32,0,0.23,0.18,0.33,31.29,23.39,15.34,8.05,0.83,4.09,10.74,0.38,FW
Francisco Conceicão,Juventus,23,2179,4.05,4.79,60.34,0.74,16.67,0.25,0.36,0.04,0.91,1.34,1.32,0.12,0.0,7.23,0.12,0.12,0.37,0.0,2.97,33.33,4.167,0.21,3.92,31.58,0.17,25.0,3.72,32.22,0.74,8.01,60.82,12.72,51.62,6.94,5.25,1.03,31.18,1.98,1.61,37.88,83.53,4.63,73.21,13.38,95.99,12.1,77.47,32.42,90.83,1.61,58.97,17.13,25.29,0.24,1.69,0.08,0.12,0.12,100.0,0.99,1.69,75.61,2.85,57.97,0.17,75.0,1.57,1.32,3.76,78.02,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.0,0.0,0.0,1.65,0,0.0,31,19.87,50.94,-22.44,0.12,0.63,2.61,16.47,0.33,0.33,0.61,0.12,-0.25,0.32,-0.03,0.88,4.87,0.99,1.24,6.57,2.89,0.12,31.64,3.39,29.45,0.95,1.28,1.65,0.13,2.93,6.24,,12.39,-8.34,9.01,10.12,70.29,0.35,0,0.37,0.12,0.61,35.23,25.57,10.67,14.9,1.05,8.43,22.74,0.34,FW
D. Berardi,Sassuolo,31,2093,5.5,4.77,45.95,1.55,25.0,0.09,0.1,0.0,3.23,3.93,1.38,0.09,0.04,2.49,0.34,0.26,0.29,0.0,1.55,63.89,22.222,0.13,1.16,44.44,0.04,0.0,1.08,48.0,0.22,1.55,55.56,6.79,39.87,2.92,1.55,0.52,21.97,1.51,1.46,28.29,75.68,6.92,61.49,7.18,89.82,9.12,77.83,24.42,79.75,2.8,52.31,18.41,35.67,0.18,1.03,0.0,0.0,0.26,50.0,0.56,2.97,56.52,2.54,54.24,0.39,55.56,1.51,0.52,4.99,66.38,0,,0,,0,0.0,0.0,0.0,,,0.3,,,1.08,0.17,75.0,1.29,3,66.667,26,15.01,39.54,-29.32,0.24,0.64,1.98,24.32,0.47,0.39,0.47,0.19,0.05,1.17,-0.05,0.72,0.86,0.99,0.52,2.71,2.19,0.39,21.41,4.26,19.47,1.46,1.68,1.38,0.22,3.31,6.88,,10.96,-5.46,6.54,5.93,80.5,0.25,2,0.19,0.12,0.37,27.47,23.81,18.17,5.64,1.06,5.64,5.64,1.24,FW
M. Cancellieri,Lazio,24,1874,7.35,6.29,54.96,3.89,43.21,0.29,0.34,0.1,3.6,4.31,1.82,0.29,0.0,2.88,0.19,0.19,0.2,0.0,1.78,40.54,10.811,0.05,1.49,32.26,0.14,0.0,1.34,35.71,0.29,3.41,47.89,10.42,44.24,3.17,1.97,0.43,18.2,1.15,3.17,22.72,79.7,4.32,64.44,8.6,93.3,4.75,73.74,20.27,84.6,1.01,47.62,16.62,22.92,0.08,0.77,0.05,0.0,0.1,50.0,0.53,1.44,66.67,1.68,48.57,0.24,20.0,0.67,0.48,2.64,67.27,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0,30,22.96,46.03,-29.01,0.19,0.35,2.33,20.3,0.24,0.24,0.28,0.11,-0.01,0.95,-0.03,0.62,1.63,0.72,0.48,4.61,3.46,1.68,18.11,2.78,17.15,0.48,0.96,0.82,0.05,1.78,4.61,,10.42,-3.07,4.61,10.57,62.47,0.38,0,0.2,0.11,0.28,25.55,18.04,10.33,7.71,0.78,6.97,13.35,0.74,FW
Jesús Rodríguez,Como,20,1869,4.0,4.62,54.17,1.59,42.42,0.05,0.09,0.0,1.44,2.66,1.16,0.14,0.05,5.78,0.1,0.1,0.2,0.0,1.93,27.5,5.0,0.39,3.37,30.0,2.94,31.15,0.34,14.29,0.72,8.19,51.76,15.12,40.45,4.19,4.57,0.19,19.94,1.73,1.49,24.51,75.44,5.01,65.38,5.97,91.94,8.76,73.08,20.75,83.06,0.48,50.0,16.89,8.86,0.28,1.59,0.05,0.0,0.1,0.0,1.01,1.54,65.63,2.99,51.61,0.29,50.0,1.25,1.16,3.66,85.53,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.39,0,0.0,31,23.4,42.59,-36.32,0.2,1.14,4.12,24.56,0.49,0.49,0.48,0.1,-0.1,0.5,0.11,1.39,4.24,0.53,1.01,6.12,2.5,0.67,18.49,3.28,17.23,0.24,1.01,1.54,0.14,3.13,6.02,,15.02,-11.02,8.23,9.97,60.29,0.24,0,0.2,0.1,0.48,23.94,34.38,15.29,19.09,0.84,8.06,34.21,0.42,FW
