Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
O. Baumann,Hoffenheim,36,3401,1.19,0.08,33.33,0.32,83.33,0.03,0.04,0.0,1.14,1.66,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,100.0,0.0,0.0,0.0,20.69,0.42,0.13,28.92,88.11,17.62,81.38,0.03,100.0,10.11,98.95,18.26,99.28,10.66,68.98,31.92,52.23,0.0,0.03,0.0,0.0,0.0,0.0,0.0,4.79,69.61,0.37,50.0,0.42,56.25,0.19,0.0,8.31,82.48,52,1.38,153,4.05,7,66.01,47.42,1.25,-4.58,-0.121,0.0,1.59,0.32,,,,0.0,0,0.0,34,0.61,78.26,-11.48,0.61,0.0,0.0,11.89,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.16,0.03,0.27,25.48,14.34,18.13,7.35,3.33,0.18,0.24,6.85,3.44,2.67,3.44,-2.25,8.31,0.48,100.03,0.0,0,0.0,,0.0,21.88,37.98,37.98,0.0,0.0,0.0,0.0,0.0,GK
N. Atubolu,Freiburg,23,3399,1.32,0.03,0.0,0.37,100.0,0.0,0.0,0.0,1.32,1.73,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.0,0.0,0.0,21.53,0.16,0.19,29.44,87.59,16.18,78.89,0.0,0.0,12.31,98.49,17.69,98.65,11.76,70.95,31.94,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,68.57,0.24,22.22,0.19,14.29,0.05,0.0,8.87,81.49,57,1.51,161,4.26,6,64.6,47.83,1.27,-9.17,-0.243,0.0,1.67,0.37,,,,0.0,0,0.0,34,0.56,95.24,-12.0,0.55,0.0,0.0,12.41,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.05,0.0,0.37,25.79,12.76,17.45,8.34,2.54,0.05,0.03,7.23,3.65,2.75,3.65,-2.33,8.87,0.53,99.97,0.0,0,0.0,,0.0,22.85,38.82,38.82,0.0,0.0,0.0,0.0,0.0,GK
F. Dahmen,Augsburg,28,3398,1.67,0.11,50.0,0.53,95.0,0.0,0.0,0.0,1.62,1.87,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,75.0,0.03,0.03,0.0,21.48,0.24,0.21,30.14,86.64,15.04,75.53,0.05,100.0,13.96,98.29,18.78,99.29,11.23,66.51,32.11,49.99,0.0,0.03,0.03,0.0,0.0,0.0,0.03,3.95,53.69,0.53,20.0,0.56,33.33,0.11,0.0,8.87,81.79,61,1.62,171,4.53,5,64.33,54.93,1.45,-6.07,-0.161,0.03,1.32,0.53,,,,0.0,0,0.0,34,0.87,87.88,-12.9,0.5,0.0,0.1,13.36,0.0,0.0,0.01,0.33,-0.01,0.0,0.0,,0.0,0.0,0.0,0.08,0.06,0.5,26.11,11.36,18.65,7.47,2.12,0.11,0.19,7.25,4.03,2.91,4.05,-2.38,8.9,0.76,99.94,0.0,0,0.01,0.33,0.01,23.15,38.44,38.32,0.13,0.04,0.13,0.0,0.0,GK
G. Kobel,Borussia Dortmund,28,3385,1.41,0.05,100.0,0.35,69.23,0.03,0.04,0.0,1.33,1.83,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.03,0.0,0.0,15.63,0.19,0.16,24.3,87.42,13.37,79.13,0.0,0.0,9.86,97.57,16.4,98.38,7.87,64.86,29.55,49.71,0.0,0.0,0.0,0.03,0.0,0.0,0.0,2.79,48.57,0.13,0.0,0.21,25.0,0.0,0.0,6.04,78.85,34,0.9,119,3.16,15,71.43,40.71,1.08,6.71,0.178,0.0,1.04,0.35,,,,0.0,0,0.0,34,0.51,73.68,-12.21,0.55,0.0,0.0,12.58,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.05,0.05,0.24,21.24,10.58,16.13,5.1,1.36,0.0,0.05,4.76,3.06,2.26,3.06,-1.65,6.04,0.38,99.56,0.0,0,0.0,,0.0,17.04,35.45,35.45,0.0,0.0,0.0,0.0,0.0,GK
A. Nübel,Stuttgart,29,3376,1.44,0.03,0.0,0.32,100.0,0.0,0.0,0.0,1.44,2.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,20.71,0.21,0.19,30.1,85.74,18.26,77.96,0.05,50.0,10.93,98.05,17.49,97.87,12.58,69.07,33.09,49.41,0.0,0.03,0.0,0.0,0.0,0.0,0.03,3.57,61.94,0.08,0.0,0.29,27.27,0.0,0.0,10.5,79.19,49,1.31,164,4.37,11,70.12,53.42,1.42,4.42,0.118,0.03,1.39,0.32,,,,0.0,0,0.0,34,0.51,94.74,-13.79,0.61,0.0,0.1,14.26,0.03,0.03,0.0,,0.0,,0.03,inf,0.0,0.0,0.0,0.08,0.0,0.32,25.81,14.24,17.12,8.69,2.21,0.0,0.08,8.31,4.29,3.06,4.29,-2.85,10.5,0.48,99.29,0.0,0,0.0,,0.0,22.15,47.4,47.4,0.0,0.0,0.0,0.0,0.0,GK
N. Vasilj,St. Pauli,30,3351,1.34,0.05,100.0,0.43,100.0,0.0,0.0,0.0,1.29,1.36,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,50.0,0.03,0.0,0.0,17.43,0.3,0.03,27.29,86.71,14.13,75.86,0.0,0.0,12.17,98.68,18.4,98.54,8.86,62.42,29.08,47.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,50.98,0.16,0.0,0.13,20.0,0.0,0.0,6.5,76.03,60,1.61,189,5.08,5,68.25,64.52,1.73,4.52,0.121,0.0,1.21,0.43,,,,0.0,0,0.0,34,0.56,95.24,-12.99,0.52,0.0,0.0,13.29,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.03,0.0,0.02,0.05,0.43,23.66,10.72,18.13,5.53,1.4,0.0,0.03,4.94,3.63,3.47,3.65,-2.31,6.5,0.53,98.56,0.0,0,0.0,0.0,0.0,18.77,34.63,34.63,0.0,0.0,0.16,0.0,0.0,GK
M. Nicolas,Borussia Mgladbach,28,3350,1.05,0.05,100.0,0.27,80.0,0.0,0.0,0.0,0.99,1.14,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,66.67,0.0,0.0,0.0,17.73,0.24,0.11,26.01,88.33,14.78,80.91,0.0,0.0,9.91,98.64,16.98,98.42,8.97,69.76,29.2,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,60.0,0.03,0.0,0.08,33.33,0.0,0.0,7.93,72.88,53,1.42,191,5.13,13,72.25,55.97,1.5,2.97,0.08,0.0,1.18,0.27,,,,0.0,0,0.0,34,0.46,82.35,-11.46,0.57,0.0,0.0,11.67,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.05,0.05,0.22,22.97,11.96,16.71,6.26,0.97,0.0,0.03,5.78,3.04,3.71,3.06,-2.01,7.93,0.38,98.53,0.0,0,0.0,,0.0,18.78,42.23,42.23,0.0,0.0,0.0,0.0,0.0,GK
Daniel Heuer Fernandes,Hamburger SV,33,3322,1.11,0.08,66.67,0.22,50.0,0.03,0.03,0.0,1.03,1.31,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.03,0.0,0.0,27.88,0.41,0.11,38.77,88.61,22.22,81.83,0.0,0.0,15.04,98.2,25.55,98.41,13.19,69.82,28.73,45.78,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.74,65.35,0.19,14.29,0.22,25.0,0.0,0.0,11.13,77.37,53,1.44,167,4.52,6,68.26,53.78,1.46,0.78,0.021,0.0,1.06,0.22,,,,0.0,0,0.0,33,0.35,61.54,-10.94,0.57,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.05,0.05,0.11,34.35,18.18,25.14,9.21,1.79,0.03,0.06,8.61,4.42,3.09,4.42,-3.31,11.13,0.22,100.67,0.0,0,0.0,0.0,0.0,28.99,38.39,38.39,0.0,0.0,0.1,0.0,0.0,GK
M. Backhaus,Werder Bremen,22,3183,1.47,0.06,100.0,0.68,95.83,0.0,0.0,0.0,1.41,1.84,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,17.22,0.34,0.31,27.23,89.72,13.46,81.72,0.0,0.0,12.84,98.02,20.9,98.11,6.33,62.05,27.39,45.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,49.18,0.03,0.0,0.14,40.0,0.03,0.0,5.0,71.75,56,1.58,164,4.64,5,65.85,51.76,1.46,-4.24,-0.12,0.0,2.49,0.68,,,,0.0,0,0.0,32,0.99,91.43,-9.87,0.49,0.0,0.0,10.28,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.03,0.06,0.65,24.43,11.0,20.5,3.93,0.85,0.0,0.06,3.59,2.8,3.06,2.8,-1.33,5.0,0.91,99.47,0.0,0,0.0,,0.0,18.69,26.75,26.75,0.0,0.0,0.0,0.0,0.0,GK
D. Ramaj,Heidenheim,24,3066,1.53,0.18,50.0,0.56,94.74,0.03,0.03,0.0,1.41,1.56,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,25.86,0.38,0.06,35.96,82.86,19.02,70.37,0.03,0.0,16.38,97.49,21.22,97.79,14.74,61.35,37.21,54.06,0.0,0.0,0.0,0.0,0.03,0.0,0.03,7.02,52.3,0.53,11.11,0.56,31.58,0.09,0.0,10.24,81.38,67,1.97,171,5.02,1,60.82,59.53,1.75,-7.47,-0.219,0.0,1.94,0.56,,,,0.0,0,0.0,31,0.91,83.87,-16.59,0.53,0.0,0.08,17.14,0.03,0.03,0.0,,0.0,,0.03,inf,0.0,0.0,0.0,0.0,0.09,0.53,29.8,13.38,20.75,9.04,3.67,0.06,0.18,8.33,6.16,3.05,6.16,-4.63,10.24,0.76,98.9,0.0,0,0.0,,0.0,27.39,37.39,37.39,0.0,0.0,0.0,0.0,0.0,GK
F. Rønnow,Union Berlin,33,2952,1.95,0.18,33.33,0.4,100.0,0.0,0.0,0.0,1.89,2.12,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.0,0.0,12.93,0.12,0.03,20.34,84.26,12.77,77.33,0.03,100.0,6.89,97.79,11.07,97.52,9.21,68.87,35.49,48.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,63.55,0.15,20.0,0.15,60.0,0.03,0.03,7.5,78.46,54,1.65,128,3.9,5,57.81,42.81,1.31,-11.19,-0.341,0.03,1.83,0.4,,,,0.0,0,0.0,30,0.7,69.57,-15.47,0.63,0.0,0.0,15.74,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.06,0.4,17.14,9.88,10.8,6.34,2.07,0.03,0.09,5.88,3.2,2.25,3.23,-1.28,7.5,0.49,98.4,0.0,0,0.0,,0.0,14.88,50.4,50.4,0.0,0.0,0.0,0.0,0.0,GK
M. Flekken,Bayer Leverkusen,32,2360,1.14,0.04,0.0,0.27,100.0,0.0,0.0,0.0,1.14,1.68,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.0,0.08,100.0,0.0,0.0,0.0,16.36,0.31,0.08,23.0,90.05,12.43,83.74,0.0,0.0,9.8,98.05,16.93,98.65,6.03,66.46,28.97,49.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,48.78,0.08,50.0,0.11,33.33,0.04,0.0,4.77,72.0,38,1.45,119,4.54,5,68.07,32.1,1.22,-5.9,-0.225,0.0,1.07,0.27,,,,0.0,0,0.0,24,0.42,90.91,-9.65,0.54,0.0,0.0,9.95,0.0,0.0,0.0,,0.0,,0.0,,0.04,0.0,0.0,0.08,0.0,0.27,20.71,10.41,16.7,4.01,0.76,0.04,0.04,3.43,2.29,3.09,2.29,-1.15,4.77,0.38,98.33,0.0,0,0.0,,0.0,17.5,27.26,27.26,0.0,0.0,0.0,0.23,0.0,GK
P. Gulácsi,RB Leipzig,36,2201,1.23,0.08,100.0,0.37,88.89,0.0,0.0,0.0,1.14,1.52,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,17.91,0.37,0.0,25.92,93.53,7.81,79.58,0.0,0.0,17.13,99.52,21.84,99.25,4.09,63.0,26.59,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,33.33,0.08,0.0,0.12,33.33,0.0,0.0,3.35,74.39,32,1.31,86,3.52,9,62.79,28.0,1.15,-4.0,-0.164,0.0,1.27,0.37,,,,0.0,0,0.0,23,0.49,83.33,-6.15,0.3,0.0,0.0,6.47,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.08,0.33,24.24,6.22,21.68,2.58,0.29,0.0,0.04,2.49,1.68,2.21,1.68,-0.45,3.35,0.41,95.7,0.0,0,0.0,,0.0,19.14,17.5,17.5,0.0,0.0,0.0,0.0,0.0,GK
M. Zetterer,Eintracht Frankfurt,30,2194,1.56,0.08,50.0,0.57,85.71,0.04,0.06,0.0,1.48,2.18,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,100.0,0.0,0.04,0.0,18.91,0.33,0.21,28.1,85.84,16.29,77.58,0.0,0.0,10.58,97.67,17.72,97.45,10.26,66.8,31.14,46.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,54.67,0.16,25.0,0.33,25.0,0.08,0.0,8.16,77.89,33,1.35,96,3.94,6,65.63,27.55,1.13,-5.45,-0.224,0.0,1.44,0.57,,,,0.0,0,0.0,22,0.86,85.71,-13.68,0.58,0.0,0.0,14.16,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.08,0.04,0.49,24.12,12.64,17.27,6.85,1.68,0.04,0.08,6.36,3.98,2.59,3.98,-2.42,8.2,0.74,99.73,0.0,0,0.0,,0.0,20.47,40.06,39.86,0.2,0.0,0.0,0.0,0.0,GK
D. Batz,Mainz 05,35,2092,1.03,0.04,0.0,0.43,70.0,0.0,0.0,0.0,1.03,1.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,14.02,0.22,0.0,23.32,85.24,15.01,78.22,0.0,0.0,7.14,98.8,13.16,97.39,10.11,69.79,33.5,50.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,4.09,67.37,0.22,0.0,0.17,0.0,0.0,0.0,8.26,82.29,27,1.16,100,4.3,4,73.0,36.67,1.58,9.67,0.416,0.0,1.68,0.43,,,,0.0,0,0.0,21,0.52,58.33,-14.67,0.64,0.0,0.0,14.76,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,19.88,11.74,12.82,7.06,2.76,0.0,0.0,6.8,3.44,3.14,3.48,-2.45,8.26,0.3,99.62,0.0,0,0.0,,0.0,15.05,54.88,54.88,0.0,0.0,0.0,0.0,0.0,GK
M. Neuer,Bayern München,40,2072,1.52,0.0,0.0,0.09,100.0,0.0,0.0,0.0,1.52,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41,0.69,0.04,29.36,88.46,16.11,80.86,0.09,50.0,11.86,98.53,20.89,98.13,8.47,64.62,27.96,41.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.13,65.31,0.0,0.0,0.13,33.33,0.0,0.0,6.34,69.18,20,0.87,52,2.26,6,61.54,17.21,0.75,-2.79,-0.121,0.04,0.56,0.09,,,,0.0,0,0.0,22,0.13,100.0,-11.09,0.55,0.0,0.0,11.54,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.09,25.97,13.03,20.5,5.47,1.39,0.0,0.04,4.39,3.39,1.39,3.39,-1.87,6.34,0.13,94.18,0.0,0,0.0,,0.0,22.93,27.65,27.65,0.0,0.0,0.0,0.0,0.0,GK
J. Urbig,Bayern München,22,1231,1.54,0.07,0.0,0.29,75.0,0.0,0.0,0.0,1.54,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,21.86,0.58,0.15,31.15,91.78,17.03,87.12,0.07,100.0,12.72,97.7,24.13,97.88,7.02,70.83,27.64,50.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,3.14,69.77,0.22,0.0,0.29,75.0,0.07,0.0,6.07,83.13,15,1.1,48,3.51,5,68.75,18.33,1.34,3.33,0.243,0.07,0.73,0.29,,,,0.0,0,0.0,14,0.51,71.43,-7.72,0.55,0.0,0.0,8.22,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.07,0.0,0.22,28.59,14.84,23.62,4.97,2.19,0.0,0.22,5.05,2.56,2.41,2.56,-1.02,6.07,0.36,87.93,0.0,0,0.0,,0.0,23.4,25.94,25.94,0.0,0.0,0.0,0.0,0.0,GK
Kauã Santos,Eintracht Frankfurt,23,1217,1.41,0.15,100.0,0.96,84.62,0.0,0.0,0.0,1.26,1.61,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.15,100.0,0.0,0.0,0.0,19.3,0.07,0.3,26.84,80.99,15.53,70.95,0.0,0.0,10.13,94.89,15.9,96.74,10.94,58.11,34.79,50.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,57.58,0.22,0.0,0.07,0.0,0.0,0.0,9.02,70.49,32,2.37,69,5.1,1,53.62,21.94,1.62,-10.06,-0.744,0.0,2.29,0.96,,,,0.0,0,0.0,13,1.41,84.21,-18.52,0.58,0.0,0.0,19.01,0.0,0.0,0.0,,0.0,,0.0,,0.07,0.0,0.0,0.15,0.15,0.81,21.74,11.02,15.38,6.36,1.4,0.0,0.0,6.36,5.1,2.73,5.1,-3.69,9.02,1.19,93.62,0.0,0,0.0,,0.0,20.71,43.55,43.55,0.0,0.0,0.0,0.34,0.0,GK
M. Vandevoordt,RB Leipzig,24,1155,1.17,0.08,100.0,0.39,80.0,0.0,0.0,0.0,1.09,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,0.16,0.08,28.52,86.89,11.69,70.0,0.0,0.0,16.52,98.58,20.57,98.48,7.95,56.86,30.66,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,44.83,0.31,25.0,0.31,25.0,0.08,0.0,6.08,69.23,15,1.17,48,3.74,2,68.75,13.55,1.06,-1.45,-0.113,0.0,1.17,0.39,,,,0.0,0,0.0,12,0.55,85.71,-12.78,0.41,0.0,0.0,13.11,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.08,0.31,24.78,8.18,20.26,4.52,1.01,0.08,0.08,4.21,3.74,2.57,3.74,-2.57,6.08,0.47,96.25,0.0,0,0.0,,0.0,21.12,28.79,28.79,0.0,0.0,0.0,0.0,0.0,GK
J. Blaswich,Bayer Leverkusen,35,1047,1.03,0.09,0.0,0.34,75.0,0.0,0.0,0.0,1.03,1.38,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,0.17,0.0,17.71,82.52,9.54,70.27,0.0,0.0,7.39,98.84,12.98,97.35,4.73,41.82,29.27,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.29,0.0,0.0,0.34,25.0,0.0,0.0,3.87,51.11,9,0.77,49,4.21,3,81.63,12.94,1.11,3.94,0.339,0.0,1.2,0.34,,,,0.0,0,0.0,11,0.52,66.67,-17.3,0.54,0.0,0.0,17.48,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.26,14.61,6.7,12.64,1.98,0.17,0.0,0.08,1.98,3.1,3.44,3.1,-2.07,3.87,0.35,95.18,0.0,0,0.0,,0.0,12.55,30.84,30.84,0.0,0.0,0.0,0.0,0.0,GK
E. Caprile,Cagliari,24,3735,1.35,0.05,50.0,0.55,86.96,0.0,0.0,0.0,1.33,1.59,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,0.14,0.17,19.28,85.38,11.18,75.65,0.0,0.0,7.69,99.06,11.52,97.7,7.73,67.29,33.48,52.54,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.24,58.06,0.07,33.33,0.14,66.67,0.02,0.0,6.27,77.31,53,1.28,182,4.39,8,70.88,53.36,1.29,0.36,0.009,0.0,1.71,0.55,,,,0.0,0,0.0,38,0.65,81.48,-14.36,0.58,0.0,0.1,14.62,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.02,0.48,16.46,8.46,11.26,5.2,1.3,0.02,0.09,4.85,2.82,3.11,2.82,-1.47,6.27,0.53,98.29,0.0,0,0.0,,0.0,13.21,47.46,47.46,0.0,0.0,0.0,0.0,0.0,GK
J. Butez,Como,30,3720,2.08,0.07,66.67,0.48,85.0,0.0,0.0,0.0,2.03,3.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,66.67,0.0,0.0,0.0,20.08,0.12,0.19,31.48,90.47,16.4,84.37,0.0,0.0,14.2,98.3,22.26,98.15,9.15,72.49,29.25,47.89,0.01,0.02,0.0,0.0,0.0,0.0,0.02,2.98,58.54,0.24,30.0,0.41,64.71,0.07,0.0,6.29,77.31,29,0.7,119,2.88,19,75.63,31.78,0.77,2.78,0.067,0.0,1.57,0.48,,,,0.0,0,0.0,38,0.65,81.48,-8.93,0.52,0.03,0.06,9.53,0.0,0.0,0.01,,0.0,,-0.01,0.0,0.0,0.0,0.0,0.05,0.05,0.41,28.48,13.84,21.85,6.63,1.74,0.07,0.27,4.86,3.0,2.18,3.02,-0.94,6.29,0.53,97.89,0.0,0,0.0,,0.01,22.16,28.38,28.38,0.0,0.0,0.0,0.0,0.0,GK
